date,kalman_beta,ols_beta,beta_diff
2024-07-31,1.0526458569156163,0.13351609202766154,0.9191297648879547
2024-08-01,1.0332761472624163,0.13454812096216479,0.8987280263002515
2024-08-02,1.0370725637380902,0.13477503261405577,0.9022975311240344
2024-08-05,1.0389595472698279,0.1361693771874698,0.9027901700823581
2024-08-06,1.0150517263421048,0.13973163890463342,0.8753200874374714
2024-08-07,1.0021880829244194,0.1418390912529365,0.8603489916714829
2024-08-08,0.9706541270855696,0.1442157571602957,0.826438369925274
2024-08-09,1.0036194006796848,0.14531064110628483,0.8583087595734
2024-08-12,1.0033728313814019,0.14731356353275643,0.8560592678486454
2024-08-13,1.0440794213230726,0.1511031178389525,0.8929763034841202
2024-08-14,1.0583227875690233,0.155759770783104,0.9025630167859193
2024-08-15,1.0274204818358799,0.15845671453762972,0.8689637672982502
2024-08-16,1.043197371644518,0.1621823419351434,0.8810150297093746
2024-08-19,0.9908822029927259,0.16408769440876497,0.826794508583961
2024-08-20,0.9817398944694535,0.16878031149811723,0.8129595829713363
2024-08-21,0.9844039028760843,0.17364913446998628,0.810754768406098
2024-08-22,0.9691393488083353,0.1819872586323642,0.7871520901759711
2024-08-23,0.9541119811831692,0.1942355031237999,0.7598764780593693
2024-08-26,0.9534456404156144,0.20455453555774364,0.7488911048578708
2024-08-27,0.9626710385596182,0.2075046259711668,0.7551664125884514
2024-08-28,0.9775121752350071,0.21187924885222686,0.7656329263827802
2024-08-29,0.9834717507904602,0.21421129450625456,0.7692604562842057
2024-08-30,0.9874566496911359,0.21631279469571074,0.7711438549954251
2024-09-02,0.9682414061798474,0.2225045556378684,0.745736850541979
2024-09-03,0.9839631662310558,0.23450438729682455,0.7494587789342313
2024-09-04,0.9737967132164712,0.24862023473488287,0.7251764784815884
2024-09-05,0.9735071678350056,0.25373081291551397,0.7197763549194915
2024-09-06,0.9875095603689807,0.25707006857409515,0.7304394917948855
2024-09-09,0.9568696299850895,0.25917170257633915,0.6976979274087504
2024-09-10,0.9368275908031841,0.26507643610751597,0.6717511546956682
2024-09-11,0.9357948088204142,0.2689913314366976,0.6668034773837166
2024-09-12,0.9223422240387106,0.27308648416477915,0.6492557398739314
2024-09-13,0.8893738683375959,0.2774496119750318,0.6119242563625641
2024-09-18,0.8849704838114951,0.28146208392908495,0.6035083998824102
